Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50,Iter_51,Iter_52,Iter_53,Iter_54,Iter_55,Iter_56,Iter_57,Iter_58,Iter_59,Iter_60,Iter_61,Iter_62,Iter_63,Iter_64,Iter_65,Iter_66,Iter_67,Iter_68,Iter_69,Iter_70,Iter_71,Iter_72,Iter_73,Iter_74,Iter_75,Iter_76,Iter_77,Iter_78,Iter_79,Iter_80,Iter_81,Iter_82,Iter_83,Iter_84,Iter_85,Iter_86,Iter_87,Iter_88,Iter_89,Iter_90,Iter_91,Iter_92,Iter_93,Iter_94,Iter_95,Iter_96,Iter_97,Iter_98,Iter_99,Iter_100,Iter_101
429.89464969244744,258.0169184487293,258.0169184487293,173.71923062145058,131.8836032804873,114.87927677934286,129.03589863025866,119.58893670905076,329.73109408162514,329.1913218075562,125.72512086536291,161.45544652331085,113.4890883454094,107.9406276023403,114.51035229263152,111.07316986245618,118.51475928085351,94.11033658616547,106.82171894717365,111.04705811311722,71.33448335461418,82.76543583415307,71.33448335461418,71.33448335461418,118.41100894963199,71.33448335461418,71.33448335461418,132.94856155720063,71.33448335461418,71.33448335461418,71.33448335461418,79.29693631356741,71.33448335461418,85.57094124603691,71.33448335461418,71.33448335461418,71.33448335461418,81.44714690849916,81.28672462647194,154.5441719152583,102.17809230453898,123.57470467707446,87.67293217282442,71.33448335461418,71.33448335461418,71.33448335461532,96.5629807182872,71.33448335461418,71.33448335461418,201.448692153053,105.0404061519353,113.78696700910115,185.3332342500252,107.00290107085891,71.33448335461418,71.33448335461446,71.33448335461418,71.33448335461418,93.11527839135735,71.33448335461418,71.33448335461418,148.24514716876917,80.74905615737374,71.33448335461418,82.60188455537575,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,97.56963981798113,90.15755464540528,75.1549709277064,71.33448335461418,71.33448335461418,71.33448335461466,71.33448335461418,78.10047572790523,103.40447113021968,71.33448335461418,71.33448335461418,71.33448335461418,80.18327354768198,76.6280949191232,71.33448335461418,71.33448335461442,71.33448335461418,85.87422600493957,71.33448335461418,105.50099112090673,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418,71.33448335461418
