Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50,Iter_51,Iter_52,Iter_53,Iter_54,Iter_55,Iter_56,Iter_57,Iter_58,Iter_59,Iter_60,Iter_61,Iter_62,Iter_63,Iter_64,Iter_65,Iter_66,Iter_67,Iter_68,Iter_69,Iter_70,Iter_71,Iter_72,Iter_73,Iter_74,Iter_75,Iter_76,Iter_77,Iter_78,Iter_79,Iter_80,Iter_81,Iter_82,Iter_83,Iter_84,Iter_85,Iter_86,Iter_87,Iter_88,Iter_89,Iter_90,Iter_91,Iter_92,Iter_93,Iter_94,Iter_95,Iter_96,Iter_97,Iter_98,Iter_99,Iter_100
209.92104261915858,209.92104261915858,194.75874729954444,193.10931805102055,190.086178941895,185.15550648901387,172.54766667925603,172.54766667925603,172.54766667925603,147.61005703195326,143.49407829394949,139.27318997781114,138.8856848193592,136.2063542363019,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884,136.00524489046884
