Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50,Iter_51,Iter_52,Iter_53,Iter_54,Iter_55,Iter_56,Iter_57,Iter_58,Iter_59,Iter_60,Iter_61,Iter_62,Iter_63,Iter_64,Iter_65,Iter_66,Iter_67,Iter_68,Iter_69,Iter_70,Iter_71,Iter_72,Iter_73,Iter_74,Iter_75,Iter_76,Iter_77,Iter_78,Iter_79,Iter_80,Iter_81,Iter_82,Iter_83,Iter_84,Iter_85,Iter_86,Iter_87,Iter_88,Iter_89,Iter_90,Iter_91,Iter_92,Iter_93,Iter_94,Iter_95,Iter_96,Iter_97,Iter_98,Iter_99,Iter_100,Iter_101
791.7581547233879,800.5434624830535,800.5434624830535,532.5120656088243,380.64889840199214,414.0002609963893,241.27511434776906,330.3043133840777,545.4802701176011,762.7590912718898,258.05642272447574,195.94707169683616,199.24569595338912,216.3594457605895,199.61149095107496,204.62776890712422,199.28912435508053,219.39150690703332,207.1777845593932,204.62325649786467,200.6760064263235,201.41314990164202,200.6760064263235,200.6760064263235,256.62154774076475,200.6760064263235,200.6760064263235,354.7343167373457,200.6760064263235,200.6760064263235,200.6760064263235,281.11119970966087,200.6760064263235,238.64627605936454,200.6760064263235,200.6760064263235,200.6760064263235,256.9458406296028,211.81750351111043,338.17065048408006,229.36329730428483,235.7575436073719,267.87830557212936,200.6760064263235,200.6760064263235,200.6760064263267,325.22702675649526,200.6760064263235,200.6760064263235,407.49990621483244,329.8112911325855,245.62206626828524,361.7314400001165,329.6798783833103,200.6760064263235,200.67600642632428,200.6760064263235,200.6760064263235,224.05681873207897,200.6760064263235,200.6760064263235,250.04001609922884,207.55568192344063,200.6760064263235,248.42480590256594,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,226.51244570569054,262.838892059855,229.11332990249636,200.6760064263235,200.6760064263235,200.67600642632488,200.6760064263235,233.13053117697274,304.84794632144894,200.6760064263235,200.6760064263235,200.6760064263235,282.99393754917577,203.52802981425145,200.6760064263235,200.6760064263242,200.6760064263235,234.54364491325123,200.6760064263235,202.2296782890407,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235,200.6760064263235
